datetime,sym,price,size
2025.05.23D11:43:52.127045640,IBM,257.4,16
2025.05.23D11:43:52.143783579,IBM,257.4,8
2025.05.23D11:43:52.158578819,IBM,257.4,76
2025.05.23D11:43:52.634404822,IBM,257.29,3
2025.05.23D11:43:52.634470999,IBM,257.28,5
2025.05.23D11:43:52.699885735,IBM,257.28,30
2025.05.23D11:43:52.705127547,IBM,257.1,1
2025.05.23D11:43:52.705166394,IBM,257.03,1
2025.05.23D11:43:52.705181578,IBM,257,1
2025.05.23D11:43:52.705184382,IBM,257,15
2025.05.23D11:43:52.729768001,IBM,257,8
2025.05.23D11:43:59.235547035,IBM,257,15
2025.05.23D11:43:59.235601046,IBM,257,20
2025.05.23D11:43:59.235676214,IBM,257,5
2025.05.23D11:44:01.182755691,IBM,257,37
2025.05.23D11:44:01.182755691,IBM,257,1
2025.05.23D11:44:01.182759278,IBM,257,1
2025.05.23D11:44:01.182759278,IBM,257,1
2025.05.23D11:44:01.182933105,IBM,257,30
2025.05.23D11:44:01.182996476,IBM,257,8
2025.05.23D11:44:03.230148096,IBM,257,1
2025.05.23D11:44:03.230157090,IBM,257,1
2025.05.23D11:44:03.230160053,IBM,257,1
2025.05.23D11:44:04.252504530,IBM,256.7,3
2025.05.23D11:44:04.252603802,IBM,256.6,10
2025.05.23D11:44:04.252666951,IBM,256.52,1
2025.05.23D11:44:04.252817280,IBM,256.36,1
2025.05.23D11:44:04.252901997,IBM,256.36,1
2025.05.23D11:44:04.252901997,IBM,256.36,60
2025.05.23D11:44:09.432429106,IBM,256.06,10
2025.05.23D11:44:09.444893784,IBM,256.06,5
2025.05.23D11:44:12.591977729,IBM,256.06,16
2025.05.23D11:44:12.592013871,IBM,256.06,16
2025.05.23D11:44:12.593180577,IBM,256.06,8
2025.05.23D11:44:12.593788039,IBM,256.06,16
2025.05.23D11:44:12.598037168,IBM,256.06,16
2025.05.23D11:44:12.600500074,IBM,256.06,8
2025.05.23D11:44:12.604391359,IBM,256.06,16
2025.05.23D11:44:12.604914536,IBM,256.06,16
2025.05.23D11:44:12.610252262,IBM,256.06,5
2025.05.23D11:44:12.610255239,IBM,256.03,3
2025.05.23D11:44:12.620834503,IBM,256.03,8
2025.05.23D11:44:12.637560372,IBM,256.03,8
2025.05.23D11:44:12.646735102,IBM,256.03,8
2025.05.23D11:44:12.679335821,IBM,256.03,16
2025.05.23D11:44:12.688267101,IBM,256.03,8
2025.05.23D11:44:13.464424229,IBM,256.93,1
2025.05.23D11:44:13.518568220,IBM,256.03,50
2025.05.23D11:44:13.519247833,IBM,256.03,5
2025.05.23D11:44:13.521115285,IBM,256.03,5
2025.05.23D11:44:13.667997095,IBM,256.03,8
2025.05.23D11:44:13.787471436,IBM,256.03,8
2025.05.23D11:44:13.838509055,IBM,256.03,8
2025.05.23D11:44:13.859956117,IBM,256.03,8
2025.05.23D11:44:13.861991908,IBM,256.02,8
2025.05.23D11:44:13.862563239,IBM,256.02,8
2025.05.23D11:44:13.867873908,IBM,256.02,8
2025.05.23D11:44:13.894863276,IBM,256.02,16
2025.05.23D11:44:13.902140513,IBM,256.02,8
2025.05.23D11:44:13.911868768,IBM,256.02,8
2025.05.23D11:44:13.920030104,IBM,256.02,8
2025.05.23D11:44:14.064040027,IBM,256.03,48
2025.05.23D11:44:14.621663895,IBM,256.02,8
2025.05.23D11:44:15.671923837,IBM,256.02,8
2025.05.23D11:44:21.578089808,IBM,256.8,10
2025.05.23D11:44:21.578104874,IBM,257,15
2025.05.23D11:44:21.578146922,IBM,256.75,5
2025.05.23D11:44:37.504635921,IBM,256.02,8
2025.05.23D11:44:37.505847899,IBM,256.02,7
2025.05.23D11:44:37.506873333,IBM,256.06,17
2025.05.23D11:44:37.506999642,IBM,256.05,2
2025.05.23D11:44:37.509357217,IBM,256.06,8
2025.05.23D11:44:39.452987318,IBM,256.06,16
2025.05.23D11:44:39.803465892,IBM,256.06,8
2025.05.23D11:44:39.809107334,IBM,256.01,2
2025.05.23D11:44:39.809113270,IBM,256,6
2025.05.23D11:44:39.809146580,IBM,256,1
2025.05.23D11:44:39.809146580,IBM,256,1
2025.05.23D11:44:39.809248584,IBM,256,93
2025.05.23D11:44:39.809254864,IBM,256,1
2025.05.23D11:44:39.809257712,IBM,256,10
2025.05.23D11:44:39.809260639,IBM,256,1
2025.05.23D11:44:42.054677502,IBM,255.99,5
2025.05.23D11:44:42.765185539,IBM,255.82,2
2025.05.23D11:44:42.765426103,IBM,255.82,1
2025.05.23D11:44:44.517722736,IBM,255.55,7
2025.05.23D11:44:44.518417635,IBM,255.53,1
2025.05.23D11:44:44.688742882,IBM,255.54,8
2025.05.23D11:44:46.056411642,IBM,255.77,12
2025.05.23D11:44:46.056745607,IBM,255.77,12
2025.05.23D11:44:46.057488148,IBM,255.52,14
2025.05.23D11:44:47.793606179,IBM,255.52,16
2025.05.23D11:44:47.795055624,IBM,255.52,8
2025.05.23D11:44:47.995332581,IBM,255.52,8
2025.05.23D11:44:48.318845858,IBM,255.52,16
2025.05.23D11:44:48.318951168,IBM,255.52,2
2025.05.23D11:44:48.819014886,IBM,255.52,16
2025.05.23D11:44:48.820912628,IBM,255.52,8
2025.05.23D11:44:48.824403776,IBM,255.52,8
2025.05.23D11:44:49.171772957,IBM,255.52,8
2025.05.23D11:44:49.176653570,IBM,255.52,8
2025.05.23D11:44:49.177023365,IBM,255.52,8
2025.05.23D11:44:49.177859427,IBM,255.52,8
2025.05.23D11:44:49.178695427,IBM,255.52,8
2025.05.23D11:44:49.182974584,IBM,255.52,25
2025.05.23D11:44:49.183037795,IBM,255.52,5
