datetime,sym,bid_price,bid_size,ask_price,ask_size
2025.05.23D10:15:09.289257624,IBM,257.5,1,261.06,1
2025.05.23D10:15:09.289267745,IBM,257.5,1,259.4,1
2025.05.23D10:15:09.419732720,IBM,257.5,1,259.3,1
2025.05.23D10:15:09.443368823,IBM,257.5,1,258.9,1
2025.05.23D10:15:12.519654781,IBM,257.4,1,258.9,1
2025.05.23D10:15:13.509888041,IBM,257.4,1,258.7,1
2025.05.23D10:15:13.509973247,IBM,257.4,1,258.9,1
2025.05.23D10:15:13.582080005,IBM,257.4,1,260.96,1
2025.05.23D10:15:13.582084643,IBM,257.4,1,259,1
2025.05.23D10:15:15.395203563,IBM,257.5,1,259,1
2025.05.23D10:15:15.582383303,IBM,257.5,1,260.96,1
2025.05.23D10:15:15.582398397,IBM,257.5,1,259.4,1
2025.05.23D10:15:15.633579997,IBM,257.5,1,259,1
2025.05.23D10:15:17.726408700,IBM,257.5,1,258.9,1
2025.05.23D10:15:20.287700649,IBM,257.5,1,261.06,1
2025.05.23D10:15:20.287710750,IBM,257.5,1,259.1,1
2025.05.23D10:15:20.288868439,IBM,257.5,1,263.77,3
2025.05.23D10:15:20.288878471,IBM,257.5,1,259.2,1
2025.05.23D10:15:20.351492274,IBM,257.5,1,259,1
2025.05.23D10:15:27.074169028,IBM,257.5,1,261.06,1
2025.05.23D10:15:27.074179142,IBM,257.5,1,259.1,1
2025.05.23D10:15:27.229282907,IBM,257.5,1,259,1
2025.05.23D10:15:29.180324401,IBM,257.5,1,258.9,1
2025.05.23D10:15:31.699777032,IBM,257.5,1,261.16,1
2025.05.23D10:15:31.699787045,IBM,257.5,1,259.1,1
2025.05.23D10:15:31.750447447,IBM,257.5,1,259,1
2025.05.23D10:15:31.769728298,IBM,257.5,1,263.77,3
2025.05.23D10:15:31.769743306,IBM,257.5,1,259.1,1
2025.05.23D10:15:32.544108541,IBM,257.5,1,259,1
2025.05.23D10:16:07.732134475,IBM,257.5,1,258.9,1
2025.05.23D10:16:24.612511198,IBM,257.5,1,261.16,1
2025.05.23D10:16:24.612521232,IBM,257.5,1,259.1,1
2025.05.23D10:16:24.771403827,IBM,257.5,1,259,1
2025.05.23D10:16:29.716145204,IBM,257.5,1,261.16,1
2025.05.23D10:16:29.716150352,IBM,257.5,1,259.1,1
2025.05.23D10:16:29.768785282,IBM,257.5,1,259,1
2025.05.23D10:16:40.260694499,IBM,257.5,1,261.16,1
2025.05.23D10:16:40.260699516,IBM,257.5,1,259.1,1
2025.05.23D10:16:40.312658066,IBM,257.5,1,259,1
2025.05.23D10:16:42.402750258,IBM,257.5,1,258.9,1
2025.05.23D10:16:57.184424470,IBM,257.5,1,261.16,1
2025.05.23D10:16:57.184434562,IBM,257.5,1,259.1,1
2025.05.23D10:16:57.238658447,IBM,257.5,1,259,1
2025.05.23D10:17:08.547063334,IBM,257.5,1,261.06,1
2025.05.23D10:17:08.547073308,IBM,257.5,1,259.2,1
2025.05.23D10:17:08.599683326,IBM,257.5,1,259.1,1
2025.05.23D10:17:10.688663025,IBM,257.5,1,259,1
2025.05.23D10:17:19.672042277,IBM,257.5,1,258.9,1
2025.05.23D10:17:22.883378947,IBM,257.5,1,261.16,1
2025.05.23D10:17:22.883383979,IBM,257.5,1,259.2,1
2025.05.23D10:17:22.935998989,IBM,257.5,1,259.1,1
2025.05.23D10:17:24.943640401,IBM,257.5,1,259,1
2025.05.23D10:17:24.996220371,IBM,257.5,1,258.9,1
2025.05.23D10:17:27.084237427,IBM,257.5,1,258.78,1
2025.05.23D10:17:27.085119576,IBM,257.5,1,258.9,1
2025.05.23D10:17:28.412809908,IBM,257.5,1,261.16,1
2025.05.23D10:17:28.412824994,IBM,257.5,1,259.1,1
2025.05.23D10:17:28.531181311,IBM,257.5,1,259,1
2025.05.23D10:17:29.157108669,IBM,257.5,1,261.06,1
2025.05.23D10:17:29.157113712,IBM,257.5,1,259.2,1
2025.05.23D10:17:29.208916816,IBM,257.5,1,259.1,1
2025.05.23D10:17:30.120468178,IBM,257.5,1,259,1
2025.05.23D10:18:00.788036079,IBM,257.5,1,261.06,1
2025.05.23D10:18:00.788046138,IBM,257.5,1,259.1,1
2025.05.23D10:18:00.931351642,IBM,257.5,1,259,1
2025.05.23D10:18:02.753111212,IBM,257.5,1,258.9,1
2025.05.23D10:18:03.328899507,IBM,257.5,1,261.16,1
2025.05.23D10:18:03.328904519,IBM,257.5,1,259,1
2025.05.23D10:18:18.270644097,IBM,257.5,1,261.16,1
2025.05.23D10:18:18.270654210,IBM,257.5,1,259.1,1
2025.05.23D10:18:18.326516918,IBM,257.5,1,259,1
2025.05.23D10:18:18.342264383,IBM,257.5,1,261.16,1
2025.05.23D10:18:18.342274368,IBM,257.5,1,259.1,1
2025.05.23D10:18:18.482577765,IBM,257.5,1,259,1
2025.05.23D10:18:20.819070468,IBM,257.5,1,261.16,1
2025.05.23D10:18:20.819080511,IBM,257.5,1,259.1,1
2025.05.23D10:18:20.948322599,IBM,257.5,1,259,1
2025.05.23D10:19:06.362456143,IBM,257.5,1,261.06,1
2025.05.23D10:19:06.362466141,IBM,257.5,1,259.1,1
2025.05.23D10:19:06.503586512,IBM,257.5,1,259,1
2025.05.23D10:19:08.543890428,IBM,257.5,1,258.9,1
2025.05.23D10:19:24.735605700,IBM,257.5,1,261.06,1
2025.05.23D10:19:24.735615757,IBM,257.5,1,259.1,1
2025.05.23D10:19:24.793317895,IBM,257.5,1,259,1
2025.05.23D10:19:25.168038374,IBM,257.5,1,261.06,1
2025.05.23D10:19:25.168048450,IBM,257.5,1,259.1,1
2025.05.23D10:19:25.302187220,IBM,257.5,1,259,1
2025.05.23D10:19:39.373127415,IBM,257.5,1,261.06,1
2025.05.23D10:19:39.373132351,IBM,257.5,1,259.1,1
2025.05.23D10:19:39.515380470,IBM,257.5,1,259,1
2025.05.23D10:19:41.405191655,IBM,257.5,1,261.06,1
2025.05.23D10:19:41.405206733,IBM,257.5,1,259.2,1
2025.05.23D10:19:41.540478163,IBM,257.5,1,259.1,1
2025.05.23D10:19:41.558210299,IBM,257.5,1,258.9,1
2025.05.23D10:19:49.205744990,IBM,257.5,1,261.26,1
2025.05.23D10:19:49.205759997,IBM,257.5,1,259,1
2025.05.23D10:19:49.348574412,IBM,257.5,1,258.9,1
2025.05.23D10:19:58.781126378,IBM,257.5,1,261.06,1
2025.05.23D10:19:58.781131441,IBM,257.5,1,259,1
2025.05.23D10:19:58.782118808,IBM,257.5,1,261.06,1
2025.05.23D10:19:58.782128795,IBM,257.5,1,259.6,1
2025.05.23D10:19:58.840462401,IBM,257.5,1,259,1
2025.05.23D10:20:00.925427261,IBM,257.5,1,258.9,1
2025.05.23D10:20:07.397348164,IBM,257.5,1,261.06,1
2025.05.23D10:20:07.397358213,IBM,257.5,1,259.1,1
2025.05.23D10:20:07.401232392,IBM,257.5,1,263.77,3
2025.05.23D10:20:07.401247392,IBM,257.5,1,259.4,1
2025.05.23D10:20:07.540543488,IBM,257.5,1,259.1,1
2025.05.23D10:20:08.246330773,IBM,257.5,1,261.46,1
2025.05.23D10:20:08.246345780,IBM,257.5,1,259.4,1
2025.05.23D10:20:08.389095039,IBM,257.5,1,259.1,1
2025.05.23D10:20:11.743642213,IBM,257.5,1,259.09,1
2025.05.23D10:20:11.743772511,IBM,257.5,1,259.1,1
2025.05.23D10:20:11.814154805,IBM,257.5,1,261.46,1
2025.05.23D10:20:11.814159774,IBM,257.5,1,259.4,1
2025.05.23D10:20:11.952899535,IBM,257.5,1,259.3,1
2025.05.23D10:20:11.971914707,IBM,257.5,1,258.9,1
2025.05.23D10:20:12.531048507,IBM,257.5,1,260.96,1
2025.05.23D10:20:12.531058567,IBM,257.5,1,259,1
2025.05.23D10:20:12.571649985,IBM,257.5,1,260.96,1
2025.05.23D10:20:12.571660104,IBM,257.5,1,259.1,1
2025.05.23D10:20:12.588635390,IBM,257.5,1,260.96,1
2025.05.23D10:20:12.588645426,IBM,257.5,1,259.3,2
2025.05.23D10:20:12.641671437,IBM,257.5,1,259.3,1
2025.05.23D10:20:12.647089341,IBM,257.5,1,263.77,3
2025.05.23D10:20:12.647104295,IBM,257.5,1,259.7,1
2025.05.23D10:20:14.629350253,IBM,257.5,1,259.6,1
2025.05.23D10:20:15.399420365,IBM,257.5,1,259.4,1
2025.05.23D10:20:15.554779594,IBM,257.5,1,259.1,1
2025.05.23D10:20:20.640405676,IBM,257.5,1,261.16,1
2025.05.23D10:20:20.640410741,IBM,257.5,1,259.3,1
2025.05.23D10:20:20.781115075,IBM,257.5,1,259.2,1
2025.05.23D10:20:20.800115324,IBM,257.5,1,259,1
2025.05.23D10:20:25.787698457,IBM,257.5,1,258.9,1
2025.05.23D10:20:38.263487672,IBM,257.5,1,261.36,1
2025.05.23D10:20:38.263492650,IBM,257.5,1,259.2,1
2025.05.23D10:20:38.335699264,IBM,257.5,1,259.1,1
2025.05.23D10:20:38.459663846,IBM,257.5,1,259,1
2025.05.23D10:20:38.533895316,IBM,257.5,1,258.9,1
2025.05.23D10:20:40.675936084,IBM,257.5,1,261.36,1
2025.05.23D10:20:40.675941043,IBM,257.5,1,259.1,1
2025.05.23D10:20:40.833184681,IBM,257.5,1,259,1
2025.05.23D10:20:42.284142893,IBM,257.5,1,261.36,1
2025.05.23D10:20:42.284152939,IBM,257.5,1,259.4,1
2025.05.23D10:20:42.420106147,IBM,257.5,1,259.1,1
2025.05.23D10:20:58.446388299,IBM,257.5,1,258.9,1
2025.05.23D10:21:00.519585331,IBM,257.5,1,260.96,1
2025.05.23D10:21:00.519595341,IBM,257.5,1,259,1
2025.05.23D10:21:01.451635267,IBM,257.6,1,259,1
2025.05.23D10:21:02.595057694,IBM,257.4,1,259,1
2025.05.23D10:21:02.651927837,IBM,257.7,1,259,1
2025.05.23D10:21:02.651937904,IBM,257.7,1,258.9,1
2025.05.23D10:21:03.150472666,IBM,257.8,1,258.9,1
2025.05.23D10:21:03.444732024,IBM,257.9,1,258.9,1
2025.05.23D10:21:04.096080025,IBM,257.4,1,258.9,1
2025.05.23D10:21:04.096090040,IBM,257.7,1,258.9,1
2025.05.23D10:21:04.151261173,IBM,257.8,1,258.9,1
2025.05.23D10:21:05.742397567,IBM,257.9,1,258.9,1
2025.05.23D10:21:06.116641999,IBM,257.9,1,261.06,1
2025.05.23D10:21:06.116651947,IBM,257.9,1,259.2,2
2025.05.23D10:21:06.186297503,IBM,257.9,1,259.2,1
2025.05.23D10:21:06.206685937,IBM,257.9,1,263.77,3
2025.05.23D10:21:06.206700926,IBM,257.9,1,259.4,1
2025.05.23D10:21:06.687117713,IBM,257.9,1,261.46,1
2025.05.23D10:21:06.687729198,IBM,257.9,1,263.77,3
2025.05.23D10:21:06.687984723,IBM,257.4,1,263.77,3
2025.05.23D10:21:06.687999766,IBM,257.7,1,263.77,3
2025.05.23D10:21:06.745265908,IBM,257.8,1,263.77,3
2025.05.23D10:21:06.839364527,IBM,257.8,1,259.7,1
2025.05.23D10:21:07.011323294,IBM,257.8,1,259.7,2
2025.05.23D10:21:07.043544833,IBM,257.9,1,259.7,2
2025.05.23D10:21:07.046140977,IBM,257.9,1,259.7,1
2025.05.23D10:21:07.056380372,IBM,257.9,1,259.7,2
2025.05.23D10:21:07.065226416,IBM,257.9,1,259.7,1
2025.05.23D10:21:07.065236450,IBM,257.9,1,259.6,2
2025.05.23D10:21:07.097628415,IBM,257.9,1,259.5,2
2025.05.23D10:21:07.746004327,IBM,257.9,1,259.2,1
2025.05.23D10:21:09.818745069,IBM,257.4,1,259.2,1
2025.05.23D10:21:09.818755071,IBM,257.8,1,259.2,1
2025.05.23D10:21:09.899541987,IBM,257.4,1,259.2,1
2025.05.23D10:21:09.899552090,IBM,257.7,1,259.2,1
2025.05.23D10:21:10.011062088,IBM,257.8,1,259.2,1
2025.05.23D10:21:10.241695188,IBM,257.9,1,259.2,1
2025.05.23D10:21:11.387738930,IBM,257.4,1,259.2,1
2025.05.23D10:21:11.387748961,IBM,257.8,1,259.2,1
2025.05.23D10:21:11.828752014,IBM,257.9,1,259.2,1
2025.05.23D10:21:13.592919600,IBM,257.9,1,261.56,1
2025.05.23D10:21:13.592934657,IBM,257.9,1,259.6,1
2025.05.23D10:21:13.605193810,IBM,257.4,1,259.6,1
2025.05.23D10:21:13.605208812,IBM,257.8,1,259.6,1
2025.05.23D10:21:13.644447055,IBM,257.8,1,259.3,1
2025.05.23D10:21:13.657357732,IBM,257.9,1,259.3,1
2025.05.23D10:21:14.605561266,IBM,257.4,1,259.3,1
2025.05.23D10:21:14.605566194,IBM,257.8,1,259.3,1
2025.05.23D10:21:14.676730392,IBM,257.4,1,259.3,1
2025.05.23D10:21:14.676740404,IBM,257.6,1,259.3,1
2025.05.23D10:21:14.676850607,IBM,257.4,1,259.3,1
2025.05.23D10:21:14.676865629,IBM,257.5,1,259.3,1
2025.05.23D10:21:15.665650609,IBM,257.5,1,261.36,1
2025.05.23D10:21:15.665655641,IBM,257.5,1,259.6,1
2025.05.23D10:21:16.940715782,IBM,257.4,1,259.6,1
2025.05.23D10:21:16.996297876,IBM,257.4,1,259.5,1
2025.05.23D10:21:17.597316320,IBM,257.4,1,259.4,1
2025.05.23D10:21:17.607234793,IBM,257.4,1,261.66,1
2025.05.23D10:21:17.607245295,IBM,257.4,1,259.5,1
2025.05.23D10:21:17.616421676,IBM,257.4,1,263.77,3
2025.05.23D10:21:17.616431653,IBM,257.4,1,259.7,1
2025.05.23D10:21:17.617835065,IBM,257.4,1,263.77,3
2025.05.23D10:21:17.617850100,IBM,257.4,1,259.8,1
2025.05.23D10:21:17.689926328,IBM,257.6,1,259.8,1
2025.05.23D10:21:17.773976155,IBM,257.6,1,259.7,1
2025.05.23D10:21:17.939850271,IBM,257.6,1,261.86,1
2025.05.23D10:21:17.939860354,IBM,257.6,1,259.8,1
2025.05.23D10:21:18.002223492,IBM,257.7,1,259.8,1
2025.05.23D10:21:18.066280766,IBM,257.7,1,259.5,1
2025.05.23D10:21:22.248389673,IBM,257.8,1,259.5,1
2025.05.23D10:21:22.265234671,IBM,257.4,1,259.5,1
2025.05.23D10:21:22.265249757,IBM,257.7,1,259.5,1
2025.05.23D10:21:22.657141134,IBM,257.7,1,259.5,2
2025.05.23D10:21:22.720065638,IBM,257.7,1,259.5,1
2025.05.23D10:21:22.774890918,IBM,257.7,1,259.2,1
2025.05.23D10:21:24.909483988,IBM,257.7,1,259.1,1
2025.05.23D10:21:25.709314805,IBM,257.7,1,261.56,1
2025.05.23D10:21:25.709324883,IBM,257.7,1,259.2,1
2025.05.23D10:21:26.605855432,IBM,257.7,1,259.1,1
2025.05.23D10:21:28.166714867,IBM,257.7,1,259,1
2025.05.23D10:21:28.299084384,IBM,257.4,1,259,1
2025.05.23D10:21:28.299094480,IBM,257.6,1,259,1
2025.05.23D10:21:28.352641663,IBM,257.7,1,259,1
2025.05.23D10:21:30.240468275,IBM,257.7,1,261.06,1
2025.05.23D10:21:30.240478297,IBM,257.7,1,259.2,1
2025.05.23D10:21:30.297188002,IBM,257.7,1,259.1,1
2025.05.23D10:21:33.432168456,IBM,257.8,1,259.1,1
2025.05.23D10:21:33.642322884,IBM,257.8,1,261.16,1
2025.05.23D10:21:33.642337956,IBM,257.8,1,259.2,1
2025.05.23D10:21:34.697886533,IBM,257.8,1,261.26,1
2025.05.23D10:21:34.697896505,IBM,257.8,1,259.4,1
2025.05.23D10:21:34.703429621,IBM,257.8,1,263.77,3
2025.05.23D10:21:34.703444665,IBM,257.8,1,259.8,1
2025.05.23D10:21:34.704311761,IBM,257.4,1,259.8,1
2025.05.23D10:21:34.704326767,IBM,257.7,1,259.8,1
2025.05.23D10:21:34.759643207,IBM,257.8,1,259.8,1
2025.05.23D10:21:34.759658243,IBM,257.8,1,259.3,1
2025.05.23D10:21:34.929772529,IBM,257.8,1,259.1,1
2025.05.23D10:21:35.249472369,IBM,257.8,1,261.36,1
2025.05.23D10:21:35.249482409,IBM,257.8,1,259.2,1
2025.05.23D10:21:35.320611382,IBM,257.8,1,263.77,3
2025.05.23D10:21:35.320621441,IBM,257.8,1,259.5,1
2025.05.23D10:21:35.320776809,IBM,257.8,1,263.77,3
2025.05.23D10:21:35.320786799,IBM,257.8,1,259.7,1
2025.05.23D10:21:35.476261282,IBM,257.8,1,259.3,1
2025.05.23D10:21:35.703441216,IBM,257.8,1,259.1,1
2025.05.23D10:21:35.704709262,IBM,257.4,1,259.1,1
2025.05.23D10:21:35.704719191,IBM,257.7,1,259.1,1
2025.05.23D10:21:35.762456483,IBM,257.8,1,259.1,1
2025.05.23D10:21:37.853155183,IBM,257.8,1,261.16,1
2025.05.23D10:21:37.853165124,IBM,257.8,1,259.2,1
2025.05.23D10:21:37.909438961,IBM,257.8,1,263.77,3
2025.05.23D10:21:37.909453943,IBM,257.8,1,259.5,1
2025.05.23D10:21:37.992766960,IBM,257.8,1,259.4,1
2025.05.23D10:21:38.038781291,IBM,257.8,1,259.3,1
2025.05.23D10:21:38.303961539,IBM,257.8,1,259.2,1
2025.05.23D10:21:38.909896564,IBM,257.8,1,261.56,1
2025.05.23D10:21:38.909901577,IBM,257.8,1,259.4,1
2025.05.23D10:21:38.964431183,IBM,257.8,1,259.2,1
2025.05.23D10:21:38.981727216,IBM,257.8,1,261.56,1
2025.05.23D10:21:38.981742276,IBM,257.8,1,259.4,1
2025.05.23D10:21:38.981937785,IBM,257.4,1,259.4,1
2025.05.23D10:21:38.981952778,IBM,257.7,1,259.4,1
2025.05.23D10:21:39.040527037,IBM,257.7,1,259.2,1
2025.05.23D10:21:39.186122984,IBM,257.7,1,261.56,1
2025.05.23D10:21:39.186132993,IBM,257.7,1,259.5,1
2025.05.23D10:21:39.304749884,IBM,257.7,1,259.4,1
2025.05.23D10:21:39.350764301,IBM,257.7,1,259.2,1
2025.05.23D10:21:39.588885246,IBM,257.7,1,259.1,1
2025.05.23D10:21:40.887797036,IBM,257.7,1,261.56,1
2025.05.23D10:21:40.887802035,IBM,257.7,1,259.3,1
2025.05.23D10:21:40.888468566,IBM,257.7,1,261.56,1
2025.05.23D10:21:40.888478681,IBM,257.7,1,259.5,1
2025.05.23D10:21:41.010959671,IBM,257.7,1,259.4,1
2025.05.23D10:21:42.960588112,IBM,257.7,1,261.56,1
2025.05.23D10:21:42.960598145,IBM,257.7,1,259.6,1
2025.05.23D10:21:43.013253307,IBM,257.7,1,259.5,1
2025.05.23D10:21:45.438882829,IBM,257.7,1,259.4,1
2025.05.23D10:21:45.452750801,IBM,257.7,1,261.56,1
2025.05.23D10:21:45.452760854,IBM,257.7,1,259.5,1
2025.05.23D10:21:45.466829243,IBM,257.7,1,263.77,3
2025.05.23D10:21:45.466844289,IBM,257.7,1,259.7,1
2025.05.23D10:21:45.516051200,IBM,257.8,1,259.7,1
2025.05.23D10:21:45.544734380,IBM,257.4,1,259.7,1
2025.05.23D10:21:45.544744426,IBM,257.7,1,259.7,1
2025.05.23D10:21:45.544769478,IBM,257.4,1,259.7,1
2025.05.23D10:21:45.604917431,IBM,257.4,1,259.5,1
2025.05.23D10:21:45.674111916,IBM,257.5,1,259.5,1
2025.05.23D10:21:45.684115652,IBM,257.6,1,259.5,1
2025.05.23D10:21:46.615709607,IBM,257.4,1,259.5,1
2025.05.23D10:21:47.020551712,IBM,257.5,1,259.5,1
2025.05.23D10:21:47.094567682,IBM,257.7,1,259.5,1
2025.05.23D10:21:47.705604798,IBM,257.4,1,259.5,1
2025.05.23D10:21:47.705619918,IBM,257.5,1,259.5,1
2025.05.23D10:21:47.775205210,IBM,257.4,1,259.5,1
2025.05.23D10:21:47.803191789,IBM,257.4,1,261.76,1
2025.05.23D10:21:47.803196778,IBM,257.4,1,259.8,1
2025.05.23D10:21:47.803312028,IBM,257.4,1,261.76,1
2025.05.23D10:21:47.803327069,IBM,257.4,1,260,1
2025.05.23D10:21:47.855190295,IBM,257.6,1,260,1
2025.05.23D10:21:47.912712101,IBM,257.6,1,259.9,1
2025.05.23D10:21:47.945209711,IBM,257.6,1,259.5,1
2025.05.23D10:21:47.955243086,IBM,257.8,1,259.5,1
2025.05.23D10:21:48.803839904,IBM,257.4,1,259.5,1
2025.05.23D10:21:48.803844829,IBM,257.6,1,259.5,1
2025.05.23D10:21:48.858975881,IBM,257.8,1,259.5,1
2025.05.23D10:21:51.464623331,IBM,257.8,1,259.3,1
2025.05.23D10:21:51.657656974,IBM,257.8,1,261.56,1
2025.05.23D10:21:51.657672011,IBM,257.8,1,259.5,1
2025.05.23D10:22:00.069698628,IBM,257.8,1,259.3,1
2025.05.23D10:22:01.884035419,IBM,257.4,1,259.3,1
2025.05.23D10:22:01.884045425,IBM,257.7,1,259.3,1
2025.05.23D10:22:01.884055485,IBM,257.7,1,261.56,1
2025.05.23D10:22:01.884065458,IBM,257.7,1,259.4,1
2025.05.23D10:22:01.940619915,IBM,257.8,1,259.4,1
2025.05.23D10:22:01.940629879,IBM,257.8,1,259.3,1
2025.05.23D10:22:01.941136182,IBM,257.8,1,263.77,3
2025.05.23D10:22:01.941151177,IBM,257.8,1,259.5,1
2025.05.23D10:22:01.944544203,IBM,257.8,1,263.77,3
2025.05.23D10:22:01.944559279,IBM,257.8,1,259.8,1
2025.05.23D10:22:02.060524875,IBM,257.8,1,259.7,1
2025.05.23D10:22:02.083529554,IBM,257.8,1,259.5,1
2025.05.23D10:22:02.190573998,IBM,257.8,1,259.4,1
2025.05.23D10:22:02.209589070,IBM,257.8,1,259.3,1
2025.05.23D10:22:02.885064378,IBM,257.4,1,259.3,1
2025.05.23D10:22:02.885074425,IBM,257.7,1,259.3,1
2025.05.23D10:22:02.940305797,IBM,257.8,1,259.3,1
2025.05.23D10:22:02.956694723,IBM,257.4,1,259.3,1
2025.05.23D10:22:02.956709704,IBM,257.7,1,259.3,1
2025.05.23D10:22:03.810303302,IBM,257.8,1,259.3,1
2025.05.23D10:22:07.143570044,IBM,257.8,1,261.36,1
2025.05.23D10:22:07.143580079,IBM,257.8,1,259.4,1
2025.05.23D10:22:07.144632508,IBM,257.8,1,263.77,3
2025.05.23D10:22:07.144647580,IBM,257.8,1,259.9,1
2025.05.23D10:22:07.196951818,IBM,257.8,1,259.4,1
2025.05.23D10:22:09.210597297,IBM,257.8,1,259.3,1
2025.05.23D10:22:09.267362348,IBM,257.4,1,259.3,1
2025.05.23D10:22:09.267372261,IBM,257.6,1,259.3,1
2025.05.23D10:22:11.198847479,IBM,257.6,1,259.2,1
2025.05.23D10:22:14.228542695,IBM,257.6,1,261.46,1
2025.05.23D10:22:14.228552616,IBM,257.6,1,259.3,1
2025.05.23D10:22:16.228976794,IBM,257.6,1,261.36,1
2025.05.23D10:22:16.228986817,IBM,257.6,1,259.5,1
2025.05.23D10:22:16.229382812,IBM,257.6,1,261.36,1
2025.05.23D10:22:16.229392843,IBM,257.6,1,259.7,1
2025.05.23D10:22:16.285997299,IBM,257.6,1,259.5,1
2025.05.23D10:22:16.371074523,IBM,257.6,1,259.4,1
2025.05.23D10:22:16.381078249,IBM,257.6,1,259.2,1
2025.05.23D10:22:41.273661561,IBM,257.4,1,259.2,1
2025.05.23D10:22:41.292441313,IBM,257.4,1,258.93,1
2025.05.23D10:22:41.292476278,IBM,257.4,1,259.2,1
2025.05.23D10:22:41.430684776,IBM,257.8,1,259.2,1
2025.05.23D10:22:52.836405991,IBM,257.4,1,259.2,1
2025.05.23D10:22:52.836421021,IBM,257.6,1,259.2,1
2025.05.23D10:22:52.836481186,IBM,257.4,1,259.2,1
2025.05.23D10:22:52.870642359,IBM,257.4,1,259.1,1
2025.05.23D10:22:52.904803605,IBM,257.6,1,259.1,1
2025.05.23D10:22:52.923282449,IBM,257.4,1,259.1,1
2025.05.23D10:22:52.923292527,IBM,257.5,1,259.1,1
2025.05.23D10:22:52.975987758,IBM,257.5,1,261.56,1
2025.05.23D10:22:52.976002798,IBM,257.5,1,259.3,1
2025.05.23D10:22:53.033459287,IBM,257.7,1,259.3,1
2025.05.23D10:22:53.332525063,IBM,257.8,1,259.3,1
2025.05.23D10:22:56.216985033,IBM,257.8,1,261.36,1
2025.05.23D10:22:56.216995142,IBM,257.8,1,259.4,1
2025.05.23D10:22:56.218077729,IBM,257.8,1,263.77,3
2025.05.23D10:22:56.218087689,IBM,257.8,1,259.7,1
2025.05.23D10:22:56.218273168,IBM,257.4,1,259.7,1
2025.05.23D10:22:56.218288170,IBM,257.7,1,259.7,1
2025.05.23D10:22:56.269544986,IBM,257.8,1,259.7,1
2025.05.23D10:22:56.340578781,IBM,257.8,1,259.6,1
2025.05.23D10:22:56.362535971,IBM,257.8,1,259.5,1
2025.05.23D10:22:59.415762125,IBM,257.4,1,259.5,1
2025.05.23D10:22:59.415772200,IBM,257.7,1,259.5,1
2025.05.23D10:22:59.415917457,IBM,257.4,1,259.5,1
2025.05.23D10:22:59.415932497,IBM,257.6,1,259.5,1
2025.05.23D10:22:59.484991616,IBM,257.7,1,259.5,1
2025.05.23D10:23:00.416791265,IBM,257.4,1,259.5,1
2025.05.23D10:23:00.416801063,IBM,257.6,1,259.5,1
2025.05.23D10:23:00.477475356,IBM,257.4,1,259.5,1
2025.05.23D10:23:00.477485376,IBM,257.5,1,259.5,1
2025.05.23D10:23:00.477510397,IBM,257.4,1,259.5,1
2025.05.23D10:23:00.632854546,IBM,257.5,1,259.5,1
2025.05.23D10:23:01.241846861,IBM,257.4,1,259.5,1
2025.05.23D10:23:01.296306270,IBM,257.5,1,259.5,1
2025.05.23D10:23:03.471089643,IBM,257.7,1,259.5,1
2025.05.23D10:23:03.569588690,IBM,257.8,1,259.5,1
2025.05.23D10:23:06.703712045,IBM,257.8,1,259.4,1
2025.05.23D10:23:06.736720509,IBM,257.8,1,261.66,1
2025.05.23D10:23:06.736725439,IBM,257.8,1,259.6,1
2025.05.23D10:23:06.749601068,IBM,257.8,1,263.77,3
2025.05.23D10:23:06.749616168,IBM,257.8,1,259.8,1
2025.05.23D10:23:06.820018495,IBM,257.8,1,259.7,1
2025.05.23D10:23:06.872618407,IBM,257.8,1,259.6,1
2025.05.23D10:23:06.891257730,IBM,257.8,1,259.5,1
2025.05.23D10:23:07.415358299,IBM,257.8,1,261.76,1
2025.05.23D10:23:07.415368362,IBM,257.8,1,259.7,1
2025.05.23D10:23:07.534732009,IBM,257.8,1,259.6,1
2025.05.23D10:23:07.572752360,IBM,257.8,1,259.2,1
2025.05.23D10:23:15.019630018,IBM,257.8,1,261.26,1
2025.05.23D10:23:15.019640101,IBM,257.8,1,259.7,1
2025.05.23D10:23:15.019775388,IBM,257.4,1,259.7,1
2025.05.23D10:23:15.082288932,IBM,257.7,1,259.7,1
2025.05.23D10:23:15.089806854,IBM,257.4,1,259.7,1
2025.05.23D10:23:15.089821851,IBM,257.6,1,259.7,1
2025.05.23D10:23:15.138647914,IBM,257.6,1,259.6,1
2025.05.23D10:23:15.176663181,IBM,257.6,1,259.3,1
2025.05.23D10:23:17.148624765,IBM,257.6,1,259.2,1
2025.05.23D10:23:17.869187092,IBM,257.4,1,259.2,1
2025.05.23D10:23:17.869197204,IBM,257.5,1,259.2,1
2025.05.23D10:23:18.023423711,IBM,257.7,1,259.2,1
2025.05.23D10:23:18.307729316,IBM,257.7,1,261.66,1
2025.05.23D10:23:18.307739410,IBM,257.7,1,259.4,1
2025.05.23D10:23:18.308897139,IBM,257.7,1,263.77,3
2025.05.23D10:23:18.308912179,IBM,257.7,1,259.7,1
2025.05.23D10:23:18.426882503,IBM,257.7,1,259.6,1
2025.05.23D10:23:18.446885061,IBM,257.7,1,259.4,1
2025.05.23D10:23:23.236893765,IBM,257.7,1,259.2,1
2025.05.23D10:23:34.983545184,IBM,257.7,1,261.66,1
